VAR,Variable,UNIT,Measure,COU,Country,TIME_PERIOD,Year,Value,OBS_STATUS
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,GRC,Greece,2003,,6.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,HUN,Hungary,2003,,177.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,HUN,Hungary,2003,,155.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ISL,Iceland,2003,,20.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ISL,Iceland,2003,,9.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,IRL,Ireland,2003,,181.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,IRL,Ireland,2003,,53.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ITA,Italy,2003,,1281.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ITA,Italy,2003,,1108.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,JPN,Japan,2003,,9122.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,JPN,Japan,2003,,8047.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,JPN,Japan,2003,,1705.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,KOR,Korea,2003,,1425.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,KOR,Korea,2003,,1013.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,MEX,Mexico,2003,,4150.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,MEX,Mexico,2003,,1111.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,NLD,Netherlands,2003,,199.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,NLD,Netherlands,2003,,106.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,NLD,Netherlands,2003,,199.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,POL,Poland,2003,,820.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,PRT,Portugal,2003,,219.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,PRT,Portugal,2003,,160.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,PRT,Portugal,2003,,128.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,PRT,Portugal,2003,,51.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,SVK,Slovak Republic,2003,,138.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,SVK,Slovak Republic,2003,,96.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ESP,Spain,2003,,741.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ESP,Spain,2003,,545.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ESP,Spain,2003,,300.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ESP,Spain,2003,,141.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,SWE,Sweden,2003,,81.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,SWE,Sweden,2003,,78.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CHE,Switzerland,2003,,354.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,CHE,Switzerland,2003,,207.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,TUR,Türkiye,2003,,1174.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,TUR,Türkiye,2003,,959.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,TUR,Türkiye,2003,,885.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,USA,United States,2003,,5764.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,USA,United States,2003,,4730.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CHL,Chile,2003,,401.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,CHL,Chile,2003,,286.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,CHL,Chile,2003,,222.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,EST,Estonia,2003,,48.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,EST,Estonia,2003,,25.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,EST,Estonia,2003,,31.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,EST,Estonia,2003,,5.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ISR,Israel,2003,,89.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ISR,Israel,2003,,47.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ISR,Israel,2003,,39.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ISR,Israel,2003,,24.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,SVN,Slovenia,2003,,27.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,AUS,Australia,2003,,65.21,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,AUS,Australia,2003,,51.72,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,AUS,Australia,2003,,38.59,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,AUT,Austria,2003,,32.63,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,AUT,Austria,2003,,16.99,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,AUT,Austria,2003,,20.19,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,AUT,Austria,2003,,4.93,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,BEL,Belgium,2003,,20.82,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,BEL,Belgium,2003,,14.36,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,BEL,Belgium,2003,,6.07,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,BEL,Belgium,2003,,14.75,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CAN,Canada,2003,,23.89,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,FIN,Finland,2003,,72.89,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,FIN,Finland,2003,,27.82,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,FIN,Finland,2003,,63.69,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,FRA,France,2003,,48.33,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,FRA,France,2003,,33.91,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,FRA,France,2003,,16.61,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,FRA,France,2003,,13.66,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,DEU,Germany,2003,,42.56,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,DEU,Germany,2003,,22.63,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,DEU,Germany,2003,,12.42,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,DEU,Germany,2003,,14.45,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,GRC,Greece,2003,,29.92,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,GRC,Greece,2003,,16.84,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,HUN,Hungary,2003,,17.47,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,GRC,Greece,2003,,12.99,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,GRC,Greece,2003,,0.55,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,HUN,Hungary,2003,,15.3,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ISL,Iceland,2003,,69.08,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ISL,Iceland,2003,,31.09,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,IRL,Ireland,2003,,45.29,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,IRL,Ireland,2003,,13.26,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ITA,Italy,2003,,22.35,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ITA,Italy,2003,,19.33,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,JPN,Japan,2003,,71.48,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,JPN,Japan,2003,,63.05,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,JPN,Japan,2003,,13.36,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,KOR,Korea,2003,,29.75,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,KOR,Korea,2003,,21.15,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,MEX,Mexico,2003,,40.33,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,MEX,Mexico,2003,,10.8,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,NLD,Netherlands,2003,,12.26,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,NLD,Netherlands,2003,,6.53,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,NLD,Netherlands,2003,,12.26,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,POL,Poland,2003,,21.46,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,PRT,Portugal,2003,,20.94,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,PRT,Portugal,2003,,15.3,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,PRT,Portugal,2003,,12.24,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,PRT,Portugal,2003,,4.88,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,SVK,Slovak Republic,2003,,25.68,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,SVK,Slovak Republic,2003,,17.87,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ESP,Spain,2003,,17.56,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ESP,Spain,2003,,12.92,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ESP,Spain,2003,,7.11,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ESP,Spain,2003,,3.34,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,SWE,Sweden,2003,,9.04,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,SWE,Sweden,2003,,8.71,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CHE,Switzerland,2003,,48.24,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,CHE,Switzerland,2003,,28.21,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,TUR,Türkiye,2003,,17.58,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,TUR,Türkiye,2003,,14.36,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,TUR,Türkiye,2003,,13.25,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,USA,United States,2003,,19.87,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,USA,United States,2003,,16.3,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CHL,Chile,2003,,25.29,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,CHL,Chile,2003,,18.04,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CHL,Chile,2003,,14.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,EST,Estonia,2003,,35.02,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,EST,Estonia,2003,,18.24,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,EST,Estonia,2003,,22.62,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,EST,Estonia,2003,,3.65,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ISR,Israel,2003,,13.3,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ISR,Israel,2003,,7.03,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ISR,Israel,2003,,5.83,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ISR,Israel,2003,,3.59,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,SVN,Slovenia,2003,,13.53,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,LTU,Lithuania,2003,,110.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,LVA,Latvia,2003,,131.0,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,LTU,Lithuania,2003,,24.89,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,LVA,Latvia,2003,,38.46,A
HOSPGHOS,General hospitals,NOMBRENB,Number,LTU,Lithuania,2003,,85.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,LVA,Latvia,2003,,88.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,LVA,Latvia,2003,,57.26,A
HOSPTHOS,Hospitals,NOMBRENB,Number,LTU,Lithuania,2003,,120.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,LTU,Lithuania,2003,,32.21,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,LTU,Lithuania,2003,,35.14,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,CRI,Costa Rica,2003,,29.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CRI,Costa Rica,2003,,7.1,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CRI,Costa Rica,2003,,9.05,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CRI,Costa Rica,2003,,37.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ROU,Romania,2003,,447.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,BGR,Bulgaria,2003,,135.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,BGR,Bulgaria,2003,,38.33,A
HOSPTHOS,Hospitals,NOMBRENB,Number,HRV,Croatia,2003,,79.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,BGR,Bulgaria,2003,,298.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ROU,Romania,2003,,442.0,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,BGR,Bulgaria,2003,,17.36,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ROU,Romania,2003,,20.72,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,HRV,Croatia,2003,,12.08,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ROU,Romania,2003,,20.49,A
HOSPGHOS,General hospitals,NOMBRENB,Number,HRV,Croatia,2003,,52.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,HRV,Croatia,2003,,18.35,A
HOSPTHOS,Hospitals,NOMBRENB,Number,AUS,Australia,2004,,1291.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,AUS,Australia,2004,,1017.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,AUS,Australia,2004,,759.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,AUT,Austria,2004,,263.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,AUT,Austria,2004,,137.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,AUT,Austria,2004,,161.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,AUT,Austria,2004,,40.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,BEL,Belgium,2004,,214.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,BEL,Belgium,2004,,146.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,BEL,Belgium,2004,,59.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,BEL,Belgium,2004,,155.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CAN,Canada,2004,,734.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,FIN,Finland,2004,,373.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,FIN,Finland,2004,,146.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,FIN,Finland,2004,,321.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,FRA,France,2004,,2960.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,FRA,France,2004,,2075.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,FRA,France,2004,,1029.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,FRA,France,2004,,832.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,DEU,Germany,2004,,3460.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,DEU,Germany,2004,,1827.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,DEU,Germany,2004,,1014.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,DEU,Germany,2004,,1158.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,GRC,Greece,2004,,319.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,GRC,Greece,2004,,181.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,GRC,Greece,2004,,141.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,GRC,Greece,2004,,6.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,HUN,Hungary,2004,,181.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,HUN,Hungary,2004,,138.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ISL,Iceland,2004,,9.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ISL,Iceland,2004,,20.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,IRL,Ireland,2004,,179.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,IRL,Ireland,2004,,54.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,JPN,Japan,2004,,9077.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,JPN,Japan,2004,,7999.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,JPN,Japan,2004,,1681.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,KOR,Korea,2004,,1498.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,KOR,Korea,2004,,1045.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,MEX,Mexico,2004,,4110.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,MEX,Mexico,2004,,1090.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,NLD,Netherlands,2004,,198.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,NLD,Netherlands,2004,,106.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,NLD,Netherlands,2004,,198.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,POL,Poland,2004,,832.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,PRT,Portugal,2004,,222.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,PRT,Portugal,2004,,160.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,PRT,Portugal,2004,,129.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,PRT,Portugal,2004,,53.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,SVK,Slovak Republic,2004,,144.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,SVK,Slovak Republic,2004,,97.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ESP,Spain,2004,,750.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ESP,Spain,2004,,546.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ESP,Spain,2004,,299.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ESP,Spain,2004,,138.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CHE,Switzerland,2004,,345.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,CHE,Switzerland,2004,,200.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,TUR,Türkiye,2004,,1217.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,TUR,Türkiye,2004,,1008.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,TUR,Türkiye,2004,,924.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,USA,United States,2004,,5760.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,USA,United States,2004,,4718.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CHL,Chile,2004,,403.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,CHL,Chile,2004,,289.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,CHL,Chile,2004,,223.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,EST,Estonia,2004,,50.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,EST,Estonia,2004,,24.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,EST,Estonia,2004,,34.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,SVN,Slovenia,2004,,29.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,EST,Estonia,2004,,5.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ISR,Israel,2004,,90.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ISR,Israel,2004,,47.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ISR,Israel,2004,,39.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ISR,Israel,2004,,25.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,AUS,Australia,2004,,64.77,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,AUS,Australia,2004,,51.02,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,AUS,Australia,2004,,38.08,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,AUT,Austria,2004,,32.18,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,AUT,Austria,2004,,16.76,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,AUT,Austria,2004,,19.7,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,AUT,Austria,2004,,4.89,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,BEL,Belgium,2004,,20.54,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,BEL,Belgium,2004,,14.01,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,BEL,Belgium,2004,,5.66,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,BEL,Belgium,2004,,14.87,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CAN,Canada,2004,,22.98,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,FIN,Finland,2004,,71.34,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,FIN,Finland,2004,,27.93,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,FIN,Finland,2004,,61.4,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,FRA,France,2004,,47.34,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,FRA,France,2004,,33.18,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,FRA,France,2004,,16.46,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,FRA,France,2004,,13.31,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,DEU,Germany,2004,,41.93,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,DEU,Germany,2004,,22.14,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,DEU,Germany,2004,,12.29,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,DEU,Germany,2004,,14.03,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,GRC,Greece,2004,,29.12,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,GRC,Greece,2004,,16.52,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,GRC,Greece,2004,,12.87,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,GRC,Greece,2004,,0.55,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,HUN,Hungary,2004,,17.91,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,HUN,Hungary,2004,,13.65,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ISL,Iceland,2004,,68.48,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ISL,Iceland,2004,,30.81,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,IRL,Ireland,2004,,43.98,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,IRL,Ireland,2004,,13.27,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,JPN,Japan,2004,,71.09,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,JPN,Japan,2004,,62.65,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,JPN,Japan,2004,,13.17,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,KOR,Korea,2004,,31.15,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,KOR,Korea,2004,,21.73,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,MEX,Mexico,2004,,39.42,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,MEX,Mexico,2004,,10.45,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,NLD,Netherlands,2004,,12.16,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,NLD,Netherlands,2004,,6.51,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,NLD,Netherlands,2004,,12.16,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,POL,Poland,2004,,21.79,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,PRT,Portugal,2004,,21.18,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,SVK,Slovak Republic,2004,,18.06,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,PRT,Portugal,2004,,15.26,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,PRT,Portugal,2004,,12.3,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,PRT,Portugal,2004,,5.06,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,SVK,Slovak Republic,2004,,26.8,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ESP,Spain,2004,,17.47,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ESP,Spain,2004,,12.72,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ESP,Spain,2004,,6.97,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ESP,Spain,2004,,3.22,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CHE,Switzerland,2004,,46.69,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,CHE,Switzerland,2004,,27.06,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,TUR,Türkiye,2004,,18.0,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,TUR,Türkiye,2004,,14.91,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,TUR,Türkiye,2004,,13.67,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,USA,United States,2004,,19.67,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,USA,United States,2004,,16.11,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CHL,Chile,2004,,25.15,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,CHL,Chile,2004,,18.04,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CHL,Chile,2004,,13.92,A
