STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,VAR,Variable,UNIT,Measure,COU,Country,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,GRC,Greece,2006,,317,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,GRC,Greece,2006,,184,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,GRC,Greece,2006,,141,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,GRC,Greece,2006,,6,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,HUN,Hungary,2006,,182,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,HUN,Hungary,2006,,136,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,IRL,Ireland,2006,,178,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,IRL,Ireland,2006,,53,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,ITA,Italy,2006,,1283,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,ITA,Italy,2006,,1120,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,JPN,Japan,2006,,8943,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,JPN,Japan,2006,,7870,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,JPN,Japan,2006,,1643,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,KOR,Korea,2006,,1895,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,KOR,Korea,2006,,1145,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,LUX,Luxembourg,2006,,14,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,LUX,Luxembourg,2006,,6,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,MEX,Mexico,2006,,4245,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,MEX,Mexico,2006,,1114,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,NLD,Netherlands,2006,,193,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,NLD,Netherlands,2006,,104,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,NLD,Netherlands,2006,,193,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,POL,Poland,2006,,835,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,POL,Poland,2006,,785,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,PRT,Portugal,2006,,221,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,PRT,Portugal,2006,,160,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,PRT,Portugal,2006,,127,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,PRT,Portugal,2006,,49,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,SVK,Slovak Republic,2006,,149,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,SVK,Slovak Republic,2006,,79,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,ESP,Spain,2006,,746,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,ESP,Spain,2006,,548,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ESP,Spain,2006,,289,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ESP,Spain,2006,,140,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,CHE,Switzerland,2006,,333,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,CHE,Switzerland,2006,,180,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,TUR,Türkiye,2006,,1203,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,TUR,Türkiye,2006,,990,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,TUR,Türkiye,2006,,855,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,USA,United States,2006,,4666,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,USA,United States,2006,,5747,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,USA,United States,2006,,1594,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,USA,United States,2006,,3067,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,CHL,Chile,2006,,408,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,CHL,Chile,2006,,286,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,CHL,Chile,2006,,219,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,EST,Estonia,2006,,54,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,EST,Estonia,2006,,25,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,EST,Estonia,2006,,35,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,EST,Estonia,2006,,8,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,ISR,Israel,2006,,82,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,ISR,Israel,2006,,46,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ISR,Israel,2006,,36,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ISR,Israel,2006,,24,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,SVN,Slovenia,2006,,29,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,AUS,Australia,2006,,64.3,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,AUS,Australia,2006,,49.78,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,AUS,Australia,2006,,37.06,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,AUT,Austria,2006,,31.93,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,AUT,Austria,2006,,15.84,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,AUT,Austria,2006,,4.84,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,AUT,Austria,2006,,19.23,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,BEL,Belgium,2006,,20,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,BEL,Belgium,2006,,13.84,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,BEL,Belgium,2006,,5.21,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,BEL,Belgium,2006,,14.79,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,CAN,Canada,2006,,22.47,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,CAN,Canada,2006,,18.61,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CAN,Canada,2006,,22.26,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,CZE,Czechia,2006,,25.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,FIN,Finland,2006,,66.46,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,FIN,Finland,2006,,24.88,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,FIN,Finland,2006,,55.07,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,FRA,France,2006,,45.45,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,FRA,France,2006,,31.89,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,FRA,France,2006,,15.95,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,FRA,France,2006,,12.67,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,DEU,Germany,2006,,40.78,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,DEU,Germany,2006,,21.96,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,DEU,Germany,2006,,11.48,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,DEU,Germany,2006,,13.61,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,GRC,Greece,2006,,28.76,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,GRC,Greece,2006,,16.7,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,GRC,Greece,2006,,12.79,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,GRC,Greece,2006,,0.54,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,HUN,Hungary,2006,,18.07,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,HUN,Hungary,2006,,13.5,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,IRL,Ireland,2006,,41.65,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,IRL,Ireland,2006,,12.4,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,ITA,Italy,2006,,22.07,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,ITA,Italy,2006,,19.26,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,JPN,Japan,2006,,69.92,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,JPN,Japan,2006,,61.53,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,JPN,Japan,2006,,12.85,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,KOR,Korea,2006,,39.12,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,KOR,Korea,2006,,23.64,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,LUX,Luxembourg,2006,,29.62,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,LUX,Luxembourg,2006,,12.69,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,POL,Poland,2006,,20.58,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,MEX,Mexico,2006,,39.62,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,MEX,Mexico,2006,,10.4,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,NLD,Netherlands,2006,,11.81,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,NLD,Netherlands,2006,,6.36,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,NLD,Netherlands,2006,,11.81,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,POL,Poland,2006,,21.89,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,PRT,Portugal,2006,,21,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,PRT,Portugal,2006,,15.21,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,PRT,Portugal,2006,,12.07,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,PRT,Portugal,2006,,4.66,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,SVK,Slovak Republic,2006,,27.73,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,SVK,Slovak Republic,2006,,14.7,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,ESP,Spain,2006,,16.8,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,ESP,Spain,2006,,12.34,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ESP,Spain,2006,,6.51,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ESP,Spain,2006,,3.15,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,CHE,Switzerland,2006,,44.5,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,CHE,Switzerland,2006,,24.05,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,TUR,Türkiye,2006,,17.36,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,TUR,Türkiye,2006,,14.29,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,USA,United States,2006,,19.26,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,USA,United States,2006,,15.64,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,USA,United States,2006,,5.34,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,USA,United States,2006,,10.28,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,CHL,Chile,2006,,24.96,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,TUR,Türkiye,2006,,12.34,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,CHL,Chile,2006,,17.49,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CHL,Chile,2006,,13.4,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,EST,Estonia,2006,,40.09,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,EST,Estonia,2006,,18.56,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,EST,Estonia,2006,,25.99,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,EST,Estonia,2006,,5.94,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,ISR,Israel,2006,,11.63,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,ISR,Israel,2006,,6.52,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ISR,Israel,2006,,5.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ISR,Israel,2006,,3.4,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,SVN,Slovenia,2006,,14.45,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,LTU,Lithuania,2006,,101,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,LVA,Latvia,2006,,106,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,LTU,Lithuania,2006,,25.99,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NBMILPNB,Per million population,LVA,Latvia,2006,,33.36,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,LTU,Lithuania,2006,,85,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPGHOS,General hospitals,NOMBRENB,Number,LVA,Latvia,2006,,74,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NBMILPNB,Per million population,LVA,Latvia,2006,,47.78,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPTHOS,Hospitals,NOMBRENB,Number,LTU,Lithuania,2006,,115,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,LTU,Lithuania,2006,,30.89,,A,,,,,,,
