STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,VAR,Variable,UNIT,Measure,COU,Country,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),NOR,Norway,2021,,23579,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,FTEEMPEF,Full-time equivalent persons (FTE),SVK,Slovak Republic,2021,,43794.73,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),SVK,Slovak Republic,2021,,10030.53,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),SVK,Slovak Republic,2021,,21003.7,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),NOR,Norway,2021,,8185,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),SVK,Slovak Republic,2021,,8254.32,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),SVK,Slovak Republic,2021,,4506.18,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHE,Switzerland,2021,,54944.57,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,FTEEMPEF,Full-time equivalent persons (FTE),CHE,Switzerland,2021,,177881.78,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHE,Switzerland,2021,,24515.69,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHE,Switzerland,2021,,50611.56,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),USA,United States,2021,,598595.5,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHE,Switzerland,2021,,10691.72,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHE,Switzerland,2021,,10271.93,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHE,Switzerland,2021,,26846.31,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,FTEEMPEF,Full-time equivalent persons (FTE),USA,United States,2021,,6156966,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),USA,United States,2021,,324384.5,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),USA,United States,2021,,1730710,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),USA,United States,2021,,626161.5,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),USA,United States,2021,,2877114,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,FTEEMPEF,Full-time equivalent persons (FTE),CHL,Chile,2021,,140376,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHL,Chile,2021,,17922,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHL,Chile,2021,,20892,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHL,Chile,2021,,44308,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHL,Chile,2021,,14297,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),CHL,Chile,2021,,42957,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,FTEEMPEF,Full-time equivalent persons (FTE),EST,Estonia,2021,,12835.04,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),EST,Estonia,2021,,2436.25,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),EST,Estonia,2021,,4793.9,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),EST,Estonia,2021,,2704.2,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),EST,Estonia,2021,,2900.69,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,FTEEMPEF,Full-time equivalent persons (FTE),ISR,Israel,2021,,104200,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),ISR,Israel,2021,,23900,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),ISR,Israel,2021,,30800,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),ISR,Israel,2021,,800,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),ISR,Israel,2021,,15300,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),ISR,Israel,2021,,32200,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,FTEEMPEF,Full-time equivalent persons (FTE),ISR,Israel,2021,,1200,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),CAN,Canada,2021,,17.32,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),CZE,Czechia,2021,,16.12,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),DNK,Denmark,2021,,22.63,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),FRA,France,2021,,20.01,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),DEU,Germany,2021,,17.78,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),GRC,Greece,2021,,10.35,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),HUN,Hungary,2021,,9.38,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),IRL,Ireland,2021,,15.57,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),KOR,Korea,2021,,9.22,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),MEX,Mexico,2021,,7.19,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),NOR,Norway,2021,,22.65,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),CHE,Switzerland,2021,,26.6,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),TUR,Türkiye,2021,,12.01,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),USA,United States,2021,,21.25,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),CHL,Chile,2021,,7.36,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),EST,Estonia,2021,,12.4,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),ISR,Israel,2021,,11.52,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSPPNB,Density per 1 000 population (head counts),SVN,Slovenia,2021,,12.69,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),AUT,Austria,2021,,16.35,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),CZE,Czechia,2021,,14.9,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),DNK,Denmark,2021,,19.73,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),FRA,France,2021,,17.88,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),DEU,Germany,2021,,13.02,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),HUN,Hungary,2021,,8.95,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),IRL,Ireland,2021,,13.93,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),NOR,Norway,2021,,19.97,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),SVK,Slovak Republic,2021,,8.04,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),CHE,Switzerland,2021,,20.44,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),USA,United States,2021,,18.55,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),CHL,Chile,2021,,7.13,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),EST,Estonia,2021,,9.64,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHEMP,Total hospital employment,DENSEFEF,Density per 1 000 population (FTE),ISR,Israel,2021,,11.12,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),CAN,Canada,2021,,28.92,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),CAN,Canada,2021,,8.25,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),CZE,Czechia,2021,,16.42,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),CZE,Czechia,2021,,34.61,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),CZE,Czechia,2021,,3.59,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),CZE,Czechia,2021,,13.25,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),CZE,Czechia,2021,,13.45,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),CZE,Czechia,2021,,18.69,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),DNK,Denmark,2021,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),DNK,Denmark,2021,,32.69,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),DNK,Denmark,2021,,9.38,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),DNK,Denmark,2021,,23.87,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),DNK,Denmark,2021,,18.96,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),FRA,France,2021,,13.46,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),FRA,France,2021,,28.46,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),FRA,France,2021,,18.53,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),FRA,France,2021,,5.37,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),FRA,France,2021,,34.19,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),DEU,Germany,2021,,14.33,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),DEU,Germany,2021,,36.58,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),DEU,Germany,2021,,4.6,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),DEU,Germany,2021,,23.26,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),DEU,Germany,2021,,21.23,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),GRC,Greece,2021,,22.32,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),GRC,Greece,2021,,23.43,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),GRC,Greece,2021,,15.61,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),HUN,Hungary,2021,,6.26,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),GRC,Greece,2021,,5.99,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),GRC,Greece,2021,,9.55,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),GRC,Greece,2021,,23.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),HUN,Hungary,2021,,16.97,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),HUN,Hungary,2021,,27.56,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),HUN,Hungary,2021,,13.24,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),HUN,Hungary,2021,,14.56,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),HUN,Hungary,2021,,21.41,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),IRL,Ireland,2021,,13,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),IRL,Ireland,2021,,37.33,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),IRL,Ireland,2021,,8.89,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),IRL,Ireland,2021,,17.02,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),IRL,Ireland,2021,,23.76,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),KOR,Korea,2021,,13.93,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),KOR,Korea,2021,,45.28,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),KOR,Korea,2021,,17,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),KOR,Korea,2021,,21.05,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),KOR,Korea,2021,,2.73,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),MEX,Mexico,2021,,27.13,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),MEX,Mexico,2021,,21.53,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHASN,Associate nurses employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),MEX,Mexico,2021,,10.91,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),MEX,Mexico,2021,,20.12,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),MEX,Mexico,2021,,20.31,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHPHY,Physicians employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),NOR,Norway,2021,,12.4,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHNUR,Professional nurses and midwives employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),NOR,Norway,2021,,41.34,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHHCA,Healthcare assistants employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),NOR,Norway,2021,,8.1,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTH,Other health service providers employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),NOR,Norway,2021,,15.31,,A,,,,,,,
DATAFLOW,OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,I,HOEMHOTS,Other staff employed in hospitals,PTHEMPNB,% of total hospital employment (head counts),NOR,Norway,2021,,22.85,,A,,,,,,,
